CÓDIGO,DESCRIÇÃO DE SERVIÇO,UNIDADE,CUSTO UNITÁRIO,REGIÃO,ANO
RO-40377,"Bueiro simples celular de concreto Padrão DER/MG.  Para altura de aterro de 5,10 a 10,00 m. BSCC (1,50 x 1,50)m - corpo (Execução, incluindo fornecimento e transporte de todos os materiais, exclusive escavação e compactação)",m,3153.56,Região Norte,Planilha
RO-40419,"Bueiro simples celular de concreto Padrão DER/MG.  Para altura de aterro de 5,10 a 10,00 m. BSCC (2,00 x 1,50)m - boca (Execução, incluindo fornecimento e transporte de todos os materiais, exclusive escavação e compactação)",U,4797.18,Região Norte,Planilha
RO-40378,"Bueiro simples celular de concreto Padrão DER/MG.  Para altura de aterro de 5,10 a 10,00 m. BSCC (2,00 x 1,50)m - corpo (Execução, incluindo fornecimento e transporte de todos os materiais, exclusive escavação e compactação)",m,4177.33,Região Norte,Planilha
RO-40420,"Bueiro simples celular de concreto Padrão DER/MG.  Para altura de aterro de 5,10 a 10,00 m. BSCC (2,00 x 2,00)m - boca (Execução, incluindo fornecimento e transporte de todos os materiais, exclusive escavação e compactação)",U,7554.55,Região Norte,Planilha
RO-40379,"Bueiro simples celular de concreto Padrão DER/MG.  Para altura de aterro de 5,10 a 10,00 m. BSCC (2,00 x 2,00)m - corpo (Execução, incluindo fornecimento e transporte de todos os materiais, exclusive escavação e compactação)",m,4910.99,Região Norte,Planilha
RO-40421,"Bueiro simples celular de concreto Padrão DER/MG.  Para altura de aterro de 5,10 a 10,00 m. BSCC (2,00 x 2,50)m - boca (Execução, incluindo fornecimento e transporte de todos os materiais, exclusive escavação e compactação)",U,11153.31,Região Norte,Planilha
RO-40380,"Bueiro simples celular de concreto Padrão DER/MG.  Para altura de aterro de 5,10 a 10,00 m. BSCC (2,00 x 2,50)m - corpo (Execução, incluindo fornecimento e transporte de todos os materiais, exclusive escavação e compactação)",m,5715.1,Região Norte,Planilha
RO-40422,"Bueiro simples celular de concreto Padrão DER/MG.  Para altura de aterro de 5,10 a 10,00 m. BSCC (2,00 x 3,00)m - boca (Execução, incluindo fornecimento e transporte de todos os materiais, exclusive escavação e compactação)",U,15603.28,Região Norte,Planilha
RO-40381,"Bueiro simples celular de concreto Padrão DER/MG.  Para altura de aterro de 5,10 a 10,00 m. BSCC (2,00 x 3,00)m - corpo (Execução, incluindo fornecimento e transporte de todos os materiais, exclusive escavação e compactação)",m,6620.33,Região Norte,Planilha
RO-40423,"Bueiro simples celular de concreto Padrão DER/MG.  Para altura de aterro de 5,10 a 10,00 m. BSCC (2,50 x 2,00)m - boca (Execução, incluindo fornecimento e transporte de todos os materiais, exclusive escavação e compactação)",U,8510.48,Região Norte,Planilha
RO-40382,"Bueiro simples celular de concreto Padrão DER/MG.  Para altura de aterro de 5,10 a 10,00 m. BSCC (2,50 x 2,00)m - corpo (Execução, incluindo fornecimento e transporte de todos os materiais, exclusive escavação e compactação)",m,6103.64,Região Norte,Planilha
RO-40383,"Bueiro simples celular de concreto Padrão DER/MG.  Para altura de aterro de 5,10 a 10,00 m. BSCC (2,50 x 2,50)m - corpo (Execução, incluindo fornecimento e transporte de todos os materiais, exclusive escavação e compactação)",m,6965.56,Região Norte,Planilha
RO-40425,"Bueiro simples celular de concreto Padrão DER/MG.  Para altura de aterro de 5,10 a 10,00 m. BSCC (3,00 x 2,50)m - boca (Execução, incluindo fornecimento e transporte de todos os materiais, exclusive escavação e compactação)",U,13453.22,Região Norte,Planilha
RO-40384,"Bueiro simples celular de concreto Padrão DER/MG.  Para altura de aterro de 5,10 a 10,00 m. BSCC (3,00 x 2,50)m - corpo (Execução, incluindo fornecimento e transporte de todos os materiais, exclusive escavação e compactação)",m,8367.56,Região Norte,Planilha
RO-40426,"Bueiro simples celular de concreto Padrão DER/MG.  Para altura de aterro de 5,10 a 10,00 m. BSCC (3,00 x 3,00)m - boca (Execução, incluindo fornecimento e transporte de todos os materiais, exclusive escavação e compactação)",U,18563.68,Região Norte,Planilha
RO-40385,"Bueiro simples celular de concreto Padrão DER/MG.  Para altura de aterro de 5,10 a 10,00 m. BSCC (3,00 x 3,00)m - corpo (Execução, incluindo fornecimento e transporte de todos os materiais, exclusive escavação e compactação)",m,9357.5,Região Norte,Planilha
RO-40392,"Bueiro simples celular de concreto Padrão DER/MG. Para altura de aterro de 0 a 5,00 m. BSCC (1,00 x 1,00)m - boca (Execução, incluindo fornecimento e transporte de todos os materiais, exclusive escavação e compactação)",U,1626.12,Região Norte,Planilha
RO-40354,"Bueiro simples celular de concreto Padrão DER/MG. Para altura de aterro de 0 a 5,00 m. BSCC (1,00 x 1,00)m - corpo (Execução, incluindo fornecimento e transporte de todos os materiais, exclusive escavação e compactação)",m,1483.77,Região Norte,Planilha
RO-40393,"Bueiro simples celular de concreto Padrão DER/MG. Para altura de aterro de 0 a 5,00 m. BSCC (1,00 x 1,50)m - boca (Execução, incluindo fornecimento e transporte de todos os materiais, exclusive escavação e compactação)",U,3110.18,Região Norte,Planilha
RO-40355,"Bueiro simples celular de concreto Padrão DER/MG. Para altura de aterro de 0 a 5,00 m. BSCC (1,00 x 1,50)m - corpo (Execução, incluindo fornecimento e transporte de todos os materiais, exclusive escavação e compactação)",m,1987.8,Região Norte,Planilha
RO-40394,"Bueiro simples celular de concreto Padrão DER/MG. Para altura de aterro de 0 a 5,00 m. BSCC (1,00 x 2,00 m - boca (Execução, incluindo fornecimento e transporte de todos os materiais, exclusive escavação e compactação)",U,5343.85,Região Norte,Planilha
RO-40356,"Bueiro simples celular de concreto Padrão DER/MG. Para altura de aterro de 0 a 5,00 m. BSCC (1,00 x 2,00)m - corpo (Execução, incluindo fornecimento e transporte de todos os materiais, exclusive escavação e compactação)",m,2609.93,Região Norte,Planilha
RO-40395,"Bueiro simples celular de concreto Padrão DER/MG. Para altura de aterro de 0 a 5,00 m. BSCC (1,50 x 1,00)m - boca (Execução, incluindo fornecimento e transporte de todos os materiais, exclusive escavação e compactação)",U,1875.33,Região Norte,Planilha
RO-40357,"Bueiro simples celular de concreto Padrão DER/MG. Para altura de aterro de 0 a 5,00 m. BSCC (1,50 x 1,00)m - corpo (Execução, incluindo fornecimento e transporte de todos os materiais, exclusive escavação e compactação)",m,2071.22,Região Norte,Planilha
RO-40396,"Bueiro simples celular de concreto Padrão DER/MG. Para altura de aterro de 0 a 5,00 m. BSCC (1,50 x 1,50)m - boca (Execução, incluindo fornecimento e transporte de todos os materiais, exclusive escavação e compactação)",U,3497.33,Região Norte,Planilha
RO-40358,"Bueiro simples celular de concreto Padrão DER/MG. Para altura de aterro de 0 a 5,00 m. BSCC (1,50 x 1,50)m - corpo (Execução, incluindo fornecimento e transporte de todos os materiais, exclusive escavação e compactação)",m,2600.44,Região Norte,Planilha
RO-40397,"Bueiro simples celular de concreto Padrão DER/MG. Para altura de aterro de 0 a 5,00 m. BSCC (1,50 x 2,00)m - boca (Execução, incluindo fornecimento e transporte de todos os materiais, exclusive escavação e compactação)",U,5759.92,Região Norte,Planilha
RO-40359,"Bueiro simples celular de concreto Padrão DER/MG. Para altura de aterro de 0 a 5,00 m. BSCC (1,50 x 2,00)m - corpo (Execução, incluindo fornecimento e transporte de todos os materiais, exclusive escavação e compactação)",m,3226.34,Região Norte,Planilha
RO-41797,"Bueiro simples celular de concreto Padrão DER/MG. Para altura de aterro de 0 a 5,00 m. BSCC (2,00 x 1,00)m - boca (Execução, incluindo fornecimento e transporte de todos os materiais, exclusive escavação e compactação)",U,2141.94,Região Norte,Planilha
RO-41796,"Bueiro simples celular de concreto Padrão DER/MG. Para altura de aterro de 0 a 5,00 m. BSCC (2,00 x 1,00)m - corpo (Execução, incluindo fornecimento e transporte de todos os materiais, exclusive escavação e compactação)",m,2756.55,Região Norte,Planilha
RO-40398,"Bueiro simples celular de concreto Padrão DER/MG. Para altura de aterro de 0 a 5,00 m. BSCC (2,00 x 1,50)m - boca (Execução, incluindo fornecimento e transporte de todos os materiais, exclusive escavação e compactação)",U,3901.04,Região Norte,Planilha
RO-40360,"Bueiro simples celular de concreto Padrão DER/MG. Para altura de aterro de 0 a 5,00 m. BSCC (2,00 x 1,50)m - corpo (Execução, incluindo fornecimento e transporte de todos os materiais, exclusive escavação e compactação)",m,3316.72,Região Norte,Planilha
RO-40399,"Bueiro simples celular de concreto Padrão DER/MG. Para altura de aterro de 0 a 5,00 m. BSCC (2,00 x 2,00)m - boca (Execução, incluindo fornecimento e transporte de todos os materiais, exclusive escavação e compactação)",U,6328.7,Região Norte,Planilha
RO-40361,"Bueiro simples celular de concreto Padrão DER/MG. Para altura de aterro de 0 a 5,00 m. BSCC (2,00 x 2,00)m - corpo (Execução, incluindo fornecimento e transporte de todos os materiais, exclusive escavação e compactação)",m,3955.15,Região Norte,Planilha
RO-40400,"Bueiro simples celular de concreto Padrão DER/MG. Para altura de aterro de 0 a 5,00 m. BSCC (2,00 x 2,50)m - boca (Execução, incluindo fornecimento e transporte de todos os materiais, exclusive escavação e compactação)",U,9393.37,Região Norte,Planilha
RO-40362,"Bueiro simples celular de concreto Padrão DER/MG. Para altura de aterro de 0 a 5,00 m. BSCC (2,00 x 2,50)m - corpo (Execução, incluindo fornecimento e transporte de todos os materiais, exclusive escavação e compactação)",m,4653.2,Região Norte,Planilha
RO-40401,"Bueiro simples celular de concreto Padrão DER/MG. Para altura de aterro de 0 a 5,00 m. BSCC (2,00 x 3,00)m - boca (Execução, incluindo fornecimento e transporte de todos os materiais, exclusive escavação e compactação)",U,13394.71,Região Norte,Planilha
RO-40363,"Bueiro simples celular de concreto Padrão DER/MG. Para altura de aterro de 0 a 5,00 m. BSCC (2,00 x 3,00)m - corpo (Execução, incluindo fornecimento e transporte de todos os materiais, exclusive escavação e compactação)",m,5461.85,Região Norte,Planilha
RO-40404,"Bueiro simples celular de concreto Padrão DER/MG. Para altura de aterro de 0 a 5,00 m. BSCC (2,50 x 2,00)m - boca (Execução, incluindo fornecimento e transporte de todos os materiais, exclusive escavação e compactação)",U,6794.37,Região Norte,Planilha
RO-40366,"Bueiro simples celular de concreto Padrão DER/MG. Para altura de aterro de 0 a 5,00 m. BSCC (2,50 x 2,00)m - corpo (Execução, incluindo fornecimento e transporte de todos os materiais, exclusive escavação e compactação)",m,4768.17,Região Norte,Planilha
RO-40405,"Bueiro simples celular de concreto Padrão DER/MG. Para altura de aterro de 0 a 5,00 m. BSCC (2,50 x 2,50)m - boca (Execução, incluindo fornecimento e transporte de todos os materiais, exclusive escavação e compactação)",U,10150.73,Região Norte,Planilha
RO-40367,"Bueiro simples celular de concreto Padrão DER/MG. Para altura de aterro de 0 a 5,00 m. BSCC (2,50 x 2,50)m - corpo (Execução, incluindo fornecimento e transporte de todos os materiais, exclusive escavação e compactação)",m,5532.53,Região Norte,Planilha
RO-40406,"Bueiro simples celular de concreto Padrão DER/MG. Para altura de aterro de 0 a 5,00 m. BSCC (2,50 x 3,00)m - boca (Execução, incluindo fornecimento e transporte de todos os materiais, exclusive escavação e compactação)",U,14210.22,Região Norte,Planilha
RO-40368,"Bueiro simples celular de concreto Padrão DER/MG. Para altura de aterro de 0 a 5,00 m. BSCC (2,50 x 3,00)m - corpo (Execução, incluindo fornecimento e transporte de todos os materiais, exclusive escavação e compactação)",m,6309.92,Região Norte,Planilha
RO-40408,"Bueiro simples celular de concreto Padrão DER/MG. Para altura de aterro de 0 a 5,00 m. BSCC (3,00 x 1,50)m - boca (Execução, incluindo fornecimento e transporte de todos os materiais, exclusive escavação e compactação)",U,4695.19,Região Norte,Planilha
RO-40370,"Bueiro simples celular de concreto Padrão DER/MG. Para altura de aterro de 0 a 5,00 m. BSCC (3,00 x 1,50)m - corpo (Execução, incluindo fornecimento e transporte de todos os materiais, exclusive escavação e compactação)",m,5106.88,Região Norte,Planilha
RO-40409,"Bueiro simples celular de concreto Padrão DER/MG. Para altura de aterro de 0 a 5,00 m. BSCC (3,00 x 2,00)m - boca (Execução, incluindo fornecimento e transporte de todos os materiais, exclusive escavação e compactação)",U,7432.95,Região Norte,Planilha
RO-40371,"Bueiro simples celular de concreto Padrão DER/MG. Para altura de aterro de 0 a 5,00 m. BSCC (3,00 x 2,00)m - corpo (Execução, incluindo fornecimento e transporte de todos os materiais, exclusive escavação e compactação)",m,5796.71,Região Norte,Planilha
RO-40410,"Bueiro simples celular de concreto Padrão DER/MG. Para altura de aterro de 0 a 5,00 m. BSCC (3,00 x 2,50)m - boca (Execução, incluindo fornecimento e transporte de todos os materiais, exclusive escavação e compactação)",U,10817.13,Região Norte,Planilha
RO-40372,"Bueiro simples celular de concreto Padrão DER/MG. Para altura de aterro de 0 a 5,00 m. BSCC (3,00 x 2,50)m - corpo (Execução, incluindo fornecimento e transporte de todos os materiais, exclusive escavação e compactação)",m,6501.56,Região Norte,Planilha
RO-40411,"Bueiro simples celular de concreto Padrão DER/MG. Para altura de aterro de 0 a 5,00 m. BSCC (3,00 x 3,00)m - boca (Execução, incluindo fornecimento e transporte de todos os materiais, exclusive escavação e compactação)",U,15013.16,Região Norte,Planilha
RO-40373,"Bueiro simples celular de concreto Padrão DER/MG. Para altura de aterro de 0 a 5,00 m. BSCC (3,00 x 3,00)m - corpo (Execução, incluindo fornecimento e transporte de todos os materiais, exclusive escavação e compactação)",m,7304.1,Região Norte,Planilha
RO-40412,"Bueiro simples celular de concreto Padrão DER/MG. Para altura de aterro de 0 a 5,00 m. BSCC (3,00 x 3,50)m - boca (Execução, incluindo fornecimento e transporte de todos os materiais, exclusive escavação e compactação)",U,20122.57,Região Norte,Planilha
RO-43343,"Bueiro simples celular de concreto Padrão DER/MG. Para altura de aterro de 0 a 5,00 m. BSCC (3,00 x 3,50)m - corpo (Execução, incluindo fornecimento e transporte de todos os materiais, exclusive escavação e compactação)",m,8178.07,Região Norte,Planilha
